symbol,current_price,return_1d,return_5d,return_20d,return_60d,return_252d,volatility_20d,volatility_60d,sma_20,sma_50,sma_200,price_vs_sma20,price_vs_sma50,price_vs_sma200,trend_strength,rsi_14,macd_histogram,bb_position,avg_volume_20d,volume_ratio,max_drawdown,sharpe_ratio,sortino_ratio
COALINDIA.NS,418.3999938964844,-0.011342197949178456,-0.02923435290838894,0.040407808645106735,0.10571591598736219,0.10571591598736219,0.3326663343050276,0.2249997400627206,420.67249908447263,398.21099975585935,379.3986570739746,-0.5402076895765773,5.069923772322404,10.27977724626088,5.640602429964092,43.631239827520425,-2.3290685728553715,0.45343834031957153,9172721.3,0.710691384464063,-0.10532951234335884,0.5493955443608056,0.9109006768504064
LT.NS,3743.800048828125,-0.01317939779547539,-0.02919817870734609,-0.07498826287610594,-0.07122475389396099,-0.07122475389396099,0.1897715051626165,0.14998197728389343,3972.9199829101562,4011.5260009765625,3711.6103088378904,-5.767041245925153,-6.673917907630722,0.8672715428552857,-0.9623773610593078,10.963919412945515,-29.45341825277938,0.10354616060078072,1659933.55,1.143617465891933,-0.14387224691877876,0.18135387854753016,0.25714210210175314
ADANIENT.NS,1864.199951171875,-0.10649921471059665,-0.13586431698060086,-0.16399837086297187,-0.24860945136159818,-0.24860945136159818,0.43631850125858035,0.336977560899225,2167.2150146484373,2238.997998046875,2405.9062768554686,-13.98177206361395,-16.73954363523078,-22.515686953176186,-3.206031602576498,15.246872038866584,-24.195038652723134,-0.24637169323152425,1178795.8,6.353177539315969,-0.30346733702262635,-0.8416769774390092,-1.1849113336385406
ADANIPORTS.NS,1308.4000244140625,-0.0748125656984654,-0.07982277097630064,-0.12016673667247202,-0.09858765110984324,-0.09858765110984324,0.32137178630246316,0.22131232006777685,1435.7199951171874,1474.1199951171875,1407.4354364013673,-8.868022395462472,-11.241959355551023,-7.036586505205933,-2.6049439751983927,18.796480511368443,-10.536686980887719,-0.19760242380366436,1762584.7,3.619518540016829,-0.14511595921982196,0.5906041734046572,0.8969851845069596
ASIANPAINT.NS,2703.699951171875,-3.7021101576439897e-05,-0.019297019498839107,-0.015583487649053374,0.07850860500348067,0.07850860500348067,0.22487848280289835,0.24331006936805874,2778.8099975585938,2820.033994140625,2514.7933801269533,-2.7029572533821655,-4.125270943912918,7.511812800914286,-1.4618262286087758,38.28270118336963,-15.416036618031818,0.20114447893324572,1177972.25,1.5166774938883323,-0.10408122647539908,0.7061749112889504,1.1824044442226862
ULTRACEMCO.NS,12369.0,0.00040439987059204263,-0.0007270964614638498,0.04875360352721714,0.0353226751485729,0.0353226751485729,0.16254420619215615,0.1432721222540477,12095.7,11811.24,11971.937138671876,2.2594806418809954,4.722281487803137,3.3166133160315914,2.408383878407361,59.02688860430049,15.877491275942248,0.8329327900814014,249487.55,1.4285121642342473,-0.12990307299525627,0.234176274494304,0.3798107314394921
GRASIM.NS,2759.0,-0.010259756297288258,-0.0180097152254729,-0.020832576991550056,-0.04588994481190822,-0.04588994481190822,0.16732324871425316,0.18679173224895174,2804.9650024414063,2783.442001953125,2763.5817529296874,-1.6387014597828875,-0.8781214746337085,-0.1657903886805645,0.7732512649151202,38.79334691886432,-7.324200819150152,0.22448833357743628,578685.6,1.0473683810345376,-0.10645002104794203,0.3910271253474321,0.5826764765399781
TITAN.NS,4021.800048828125,0.0007962850480547345,-0.04172123652933468,0.007464942091213622,0.07342464068151644,0.07342464068151644,0.1978519847546314,0.16296785443192924,4123.785009765625,3980.4680078125,3640.8823083496095,-2.4730911212875295,1.0383713908641345,10.462237123264305,3.6005063141277605,44.57358984438382,-29.81024956407667,0.23787598929034173,903544.5,1.1237730958464138,-0.16976123818435712,0.6501229687156753,0.9794822808758729
BHARTIARTL.NS,1984.699951171875,-0.008740385789020366,-0.015721123218791377,-0.057328753096982044,-0.03397422673551964,-0.03397422673551964,0.10814628948599615,0.16921286761883939,2050.6450073242186,2087.5460009765625,1957.2101361083985,-3.215820189101959,-4.926648311298321,1.4045408081799327,-1.7676733176218096,14.00359709065151,-6.765720021487397,0.13424912836100578,4829999.9,0.8986853188133606,-0.08552461321436287,0.806116119861091,1.1411092931865658
SHRIRAMFIN.NS,1003.5499877929688,-0.001939345805103132,0.008136998831291375,0.045092411135609245,0.3481977729620396,0.3481977729620396,0.20899888354776547,0.2612523379969551,991.6849975585938,914.8190014648437,720.7481616210938,1.1964474872147024,9.699294197655007,39.23725945215069,8.402317395098823,50.08780169883085,-4.559044983401392,0.689841222365713,6337717.3,1.4238184779873346,-0.1876430856935119,1.9784612862955713,3.327127491555359
DMART.NS,3665.60009765625,-0.0157084929153265,-0.02916011731320256,-0.03215921419127854,-0.1174671728286385,-0.1174671728286385,0.25778513616182236,0.19616680022216157,3753.6350219726564,3846.8440185546874,4173.698989257812,-2.3453245667486633,-4.711496489699973,-12.173826931680932,-2.4229991164822606,51.61290585831045,-5.025657976680762,0.17280510346218503,585241.8,0.3171014100496581,-0.24496299747452227,-0.044180667404323096,-0.08195711777062306
